scene,query,reference,model,response,type,answer_model
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪些措施符合我国关于精子库供精者管理的法规要求？
A.精子库每月汇总供精者信息并向中央信息库申报
B.中央信息库收到申报后直接通过电话告知核查结果
C.精子库收到中央信息库10个工作日内反馈的核查信息后启动筛查流程
D.某精子库允许通过中央信息库筛查未发现重复的供精者在15个工作日后开始采精
E.中央信息库仅登记供精者的相貌特征不记录身份信息
【思考过程】：
",C,Gemini-3.0,"【思考过程】：本题考查《人类精子库管理办法》及《人类精子库技术规范》中关于供精者档案管理和互查机制的规定。首先，根据相关技术规范，精子库需向相关信息中心报送供精者基本信息以进行查重。其次，信息中心应在收到申报后的10个工作日内反馈核查结果，精子库在收到无重复的反馈后方可启动筛查，故选项C符合规定。再次，若信息中心未在规定时限（10个工作日）内反馈，精子库可在期满后（如选项D所述的15个工作日）按无重复记录处理并开展工作，故选项D符合规定。选项A的汇报频率、选项B的电话告知方式以及选项E的不记录身份信息均不符合严谨的档案管理和查重技术要求。

【最终答案】：CD",客观题,CD
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下关于人类精子库保密原则的表述中，哪几项是正确的？
A.研究者因科研需求可查阅供精者社会身份资料，B.工作人员可接受司法机关公函直接查阅完整档案，C.供精者有权要求查看所有受精者的医疗记录，D.非负责人工作人员经批准可查看供精者详细地址，E.未经当事人同意档案不得用于商业活动
【思考过程】：
",E,Gemini-3.0,"【思考过程】：本题考查人类精子库管理中的伦理原则与法律规范，核心在于“互盲原则”与严格的隐私保密制度。首先，分析供精者与受精者之间必须保持互盲，排除互相查询的选项。其次，对于科研和内部管理，遵循最小授权原则，普通工作人员或科研人员无权接触身份、地址等敏感信息。对于司法查询，需经由特定审批流程由负责人处理，而非普通工作人员直接查阅。最后，依据医学伦理与民法原则，确认个人档案信息的商业使用限制。

【最终答案】：E",客观题,E
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：关于供精者赠精的性质，以下哪项描述正确？
A.必须由医疗机构强制要求的医疗行为
B.自愿的人道主义行为
C.可接受超出合理补偿范围的高额报酬
D.需经政府机构审批的行政程序
【思考过程】：
",B,Gemini-3.0,"【思考过程】：本题考查人类辅助生殖技术管理办法及伦理原则。根据相关规定，供精者赠精是一种自愿的人道主义行为，严禁任何形式的商业化买卖，因此只能给予合理的误工、交通等补助，不能接受高额报酬。同时，赠精行为必须建立在知情同意的基础上，并非强制行为，也非政府行政审批程序。

【最终答案】：B",客观题,B
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪种情形符合自精保存的基本条件？
A.已婚男性因工作繁忙希望提前冷冻精液，B.放疗前需保存精子的癌症患者，C.为子女储备精子的60岁健康男性，D.取精困难的试管婴儿技术需求者，E.未婚男性为保持生育能力提前保存精子
【思考过程】：
",BD,Gemini-3.0,"【思考过程】：本题考查人类精子库技术规范中有关自精保存的适应证。自精保存主要适用于两类情况：一是出于“生殖保险”目的，即患者在接受可能影响生育力的医疗治疗（如肿瘤放化疗）或处于高风险环境前保存精子；二是接受辅助生殖技术治疗时，针对取精困难或精液质量波动大的患者进行的准备。选项A、C、E通常属于非医疗指征或社会性需求，不是技术规范中强调的核心医学适应证。

【最终答案】：BD",客观题,BD
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：人类精子库可以向以下哪类机构合法提供精液？
A.取得省级卫生部门辅助生殖技术备案的私立医院
B.具有国际生殖医学认证的公立机构
C.取得卫生部人类辅助生殖技术批准证书的生殖中心
D.持有三年有效期的生育健康执业许可的诊所
E.未取得任何批准证书的研究院所
【思考过程】：
",C,Gemini-3.0,"【思考过程】：本题考查《人类精子库管理办法》中关于精液供需管理的具体规定。根据该办法第十九条规定，人类精子库应当向持有《人类辅助生殖技术批准证书》的医疗机构提供精液，并需签订供需协议。选项A、B、D虽然提及了备案、认证或执业许可，但均未明确具备卫生行政部门颁发的《人类辅助生殖技术批准证书》，因此不具备合法接收精液的资格。选项E无证书更是明确禁止。只有选项C完全符合法规要求的资质条件。

【最终答案】：C",客观题,C
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：人类精子库在哪些情况下可以合法提供精液？
A.未经检验但家属签署免责协议的精液
B.检验不合格但捐赠者自愿提供的精液
C.已完成检验且质量合格的精液
D.经过初步检验但未完成最终报告的精液
E.检验合格但保存时间超过规定期限的精液
【思考过程】：
",C,Gemini-3.0,"【思考过程】：本题考查人类精子库的管理规定及供精流程的法律和医学要求。根据相关法规（如《人类精子库管理办法》），精子库提供的精液必须经过严格的检查和筛选，确保精液质量合格且排除传染病和遗传病风险。未经检验、检验不合格、检验报告不完整或超过保存期限的精液均不得用于临床供精。只有经过完整检验且质量合格的精液才能合法对外提供。

【最终答案】：C",客观题,C
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：根据我国相关规定，提供供精人工授精的精液必须满足哪些条件？
A.精液冷冻保存3个月后直接使用
B.新鲜精液经实时检测合格后使用
C.精液冷冻保存达半年但未进行复检
D.精液冷冻保存满半年且复检合格
E.精液冷冻保存5个月后复检替代检疫期
【思考过程】：
",D,Gemini-3.0,"【思考过程】：本题考查我国关于人类精子库及供精人工授精（AID）的卫生技术规范。根据《人类辅助生殖技术规范》和《人类精子库技术规范》的强制性要求，为了有效防范艾滋病等传染病（特别是考虑到窗口期问题），严禁使用新鲜精液进行供精人工授精。规定明确指出，供精者的精液必须进行冷冻保存，并实行严格的检疫期管理，检疫期规定为6个月。精液冷冻保存满6个月后，必须再次对供精者进行传染病复检（复查HIV等指标），只有复检合格确认无感染风险后，冷冻精液方可解冻用于临床。因此，必须同时满足冷冻时限（6个月）和复检合格两个核心条件。

【最终答案】：D",客观题,D
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在辅助生殖技术中，以下哪种情况允许人类精子库实施精子分离技术？
A.为帮助患者生育双胞胎并确保性别一致
B.为预防性连锁遗传病传递给子代
C.为提高子女特定外貌特征的概率
D.为满足夫妇对子女性别偏好的家庭需求
【思考过程】：
",B,Gemini-3.0,"【思考过程】：本题考查人类辅助生殖技术的伦理原则及法律法规，特别是关于性别选择的限制。根据中国相关法规（如《人类辅助生殖技术管理办法》），严禁以非医学需要为目的进行性别选择。选项A、C、D均为满足非医学需求（如多胞胎、外貌或性别偏好），属于禁止范畴。仅有选项B是为了阻断伴性遗传病（性连锁遗传病）的传递，属于医学上必要的优生措施，是法律和伦理允许实施精子分离技术的唯一例外情况。

【最终答案】：B",客观题,B
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下表述是否正确：人类精子库在获得伦理委员会批准后，可以将两位供体的精液混合用于辅助生殖。
A.正确
B.错误
【思考过程】：
",B,Gemini-3.0,"【思考过程】：本题考查人类精子库的管理规范及伦理原则。依据相关法规（如《人类精子库基本标准》和《人类精子库技术规范》），严禁将不同供精者的精液混合使用，以确保后代遗传关系的明确及防止近亲婚配等风险，伦理委员会批准也不能违反此核心规定。

【最终答案】：B",客观题,B
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪种行为可能违反人类精子库的伦理规范？
A.采集一名未签署知情同意书的志愿者精液用于医学研究
B.在供精者临时无法签字时由家属代为签署知情同意书后进行采集
C.因紧急医疗需求使用未签署知情同意书的冷冻精液样本
D.使用三年前已签署知情同意书但未更新签署状态的库存精液
【思考过程】：
",ABCD,Gemini-3.0,"【思考过程】：本题考查人类精子库涉及的伦理原则，核心在于知情同意权的严格落实。根据相关伦理规范，供精者的知情同意必须是本人自愿、明确且书面签署的，不得由他人代签，也不能以紧急情况或科研为由在未签署同意书的情况下采集或使用精液。选项D虽然时间较久，但若未撤回且在有效期内，原则上仍具备法律效力，而A、B、C均存在明显的知情同意缺失或程序违规。

【最终答案】：ABC",客观题,ABC
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下表述是否正确：人类精子库工作人员年满22岁的儿子自愿签署知情同意书后，可作为供精者。
A.正确
B.错误
【思考过程】：
",B,Gemini-3.0,"【思考过程】：本题考查人类精子库管理的伦理原则及相关法规。根据卫生部发布的《人类精子库管理办法》及《人类精子库伦理原则》，为了严格实施互盲原则、保密原则以及避免可能出现的利益冲突和伦理风险，明确规定了人类精子库的工作人员及其家属不得在所在的精子库作为供精者。尽管题目中提到“年满22岁”和“自愿签署知情同意书”符合一般捐献的基本条件，但由于其身份为精子库工作人员的儿子（直系亲属），因此属于禁止捐献的范围。

【最终答案】：B",客观题,B
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪种行为违反了人类精子库相关管理规定？
A.人类精子库所在科室同时开展试管婴儿技术
B.人类精子库专职人员协助生殖中心实施体外受精
C.生殖医学科专职人员进行人工授精操作
D.人类精子库与第三方机构共享供精者基本信息
【思考过程】：
",ABD,Gemini-3.0,"【思考过程】：本题主要考查《人类精子库管理办法》及相关伦理原则。根据规定，人类精子库必须设有独立的科室和专职人员，实行“双盲”管理，因此精子库不得直接开展辅助生殖技术临床治疗（如试管婴儿），且精子库工作人员不得参与临床实施，故A、B项违反规定。供精者信息属于严格保密范畴，不得向第三方泄露，D项违反规定。生殖医学科专职人员进行人工授精属于正常的临床诊疗职责，不违反规定。

【最终答案】：ABD",客观题,ABD
