scene,query,reference,model,response,type,answer_model
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪些措施符合我国关于精子库供精者管理的法规要求？
A.精子库每月汇总供精者信息并向中央信息库申报
B.中央信息库收到申报后直接通过电话告知核查结果
C.精子库收到中央信息库10个工作日内反馈的核查信息后启动筛查流程
D.某精子库允许通过中央信息库筛查未发现重复的供精者在15个工作日后开始采精
E.中央信息库仅登记供精者的相貌特征不记录身份信息
【思考过程】：",C,DeepSeek-V3,"【思考过程】：本题考查我国精子库供精者管理的法规要求。根据《人类精子库管理办法》和《人类辅助生殖技术规范》的相关规定：  
1. 精子库需定期向中央信息库申报供精者信息（A正确），但未明确要求“每月汇总”，需结合法规具体时间要求判断。  
2. 中央信息库的核查结果应通过书面或系统反馈，电话告知不符合规范（B错误）。  
3. 精子库需在收到中央信息库反馈（通常为10个工作日内）后启动筛查（C符合流程）。  
4. 供精者需通过中央信息库筛查且排除重复，但“15个工作日后采精”无明确依据，可能存在等待期要求（D部分正确性存疑）。  
5. 中央信息库需登记供精者身份信息（如身份证号），相貌特征仅为辅助记录（E错误）。  

综合法规核心要求：A（申报义务）、C（合规筛查流程）为明确条款；B、E明显违规；D的时效性需进一步核查，但“筛查未发现重复”部分正确。  

【最终答案】：AC",客观题,AC
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下关于人类精子库保密原则的表述中，哪几项是正确的？
A.研究者因科研需求可查阅供精者社会身份资料，B.工作人员可接受司法机关公函直接查阅完整档案，C.供精者有权要求查看所有受精者的医疗记录，D.非负责人工作人员经批准可查看供精者详细地址，E.未经当事人同意档案不得用于商业活动
【思考过程】：",E,DeepSeek-V3,"【思考过程】：本题考查人类精子库保密原则的具体要求。根据相关规定：  
- A项错误：研究者因科研需求查阅资料时，需严格保密且不得涉及供精者社会身份信息（如姓名、住址等）。  
- B项错误：司法机关查阅档案需出具正式公函并经精子库负责人批准，不能直接查阅。  
- C项错误：供精者无权查看受精者医疗记录，这是对受精者隐私的保护。  
- D项错误：非负责人工作人员未经特定授权不得查看供精者详细地址等敏感信息。  
- E项正确：商业用途必须获得当事人明确书面同意，否则禁止使用。  

只有E项符合保密原则。  

【最终答案】：E",客观题,E
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：关于供精者赠精的性质，以下哪项描述正确？
A.必须由医疗机构强制要求的医疗行为
B.自愿的人道主义行为
C.可接受超出合理补偿范围的高额报酬
D.需经政府机构审批的行政程序
【思考过程】：",B,DeepSeek-V3,"【思考过程】：本题考查对供精者赠精性质的理解。根据医学伦理和相关法规，供精者的行为应当是自愿的人道主义行为（B正确），不能强制要求（A错误），且不能接受超出合理补偿范围的高额报酬以避免商业化（C错误）。虽然部分国家或地区可能要求备案或审批，但“必须经政府机构审批的行政程序”并非普遍性质（D不全面或错误）。

【最终答案】：B",客观题,B
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪种情形符合自精保存的基本条件？
A.已婚男性因工作繁忙希望提前冷冻精液，B.放疗前需保存精子的癌症患者，C.为子女储备精子的60岁健康男性，D.取精困难的试管婴儿技术需求者，E.未婚男性为保持生育能力提前保存精子
【思考过程】：",BD,DeepSeek-V3,"【思考过程】：本题考查自精保存的适应症。自精保存（精子冷冻保存）的基本条件通常包括医疗需求（如癌症患者需接受放疗或化疗可能损害生育能力）或特定医疗程序需求（如试管婴儿技术中取精困难者）。非医疗需求的个人意愿（如工作繁忙、健康男性为子女储备精子、未婚男性单纯为保持生育能力）通常不符合医学伦理和临床指南的适应症。

1. A选项：工作繁忙属于个人意愿，无医疗需求，不符合。
2. B选项：癌症患者放疗前保存精子是典型的医疗适应症，符合。
3. C选项：健康男性无医疗需求，且60岁高龄可能涉及伦理问题，不符合。
4. D选项：试管婴儿技术中取精困难属于医疗程序需求，符合。
5. E选项：未婚男性无医疗需求的保存属于个人意愿，不符合。

【最终答案】：BD",客观题,BD
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：人类精子库可以向以下哪类机构合法提供精液？
A.取得省级卫生部门辅助生殖技术备案的私立医院
B.具有国际生殖医学认证的公立机构
C.取得卫生部人类辅助生殖技术批准证书的生殖中心
D.持有三年有效期的生育健康执业许可的诊所
E.未取得任何批准证书的研究院所
【思考过程】：",C,DeepSeek-V3,"【思考过程】：本题考查人类精子库合法提供精液的条件。根据我国相关规定，人类精子库只能向取得卫生部人类辅助生殖技术批准证书的生殖中心提供精液。其他选项如私立医院、公立机构、诊所或研究院所，若未取得相应批准证书，则不符合合法提供条件。

【最终答案】：C",客观题,C
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：人类精子库在哪些情况下可以合法提供精液？
A.未经检验但家属签署免责协议的精液
B.检验不合格但捐赠者自愿提供的精液
C.已完成检验且质量合格的精液
D.经过初步检验但未完成最终报告的精液
E.检验合格但保存时间超过规定期限的精液
【思考过程】：",C,DeepSeek-V3,"【思考过程】：本题考查人类精子库合法提供精液的条件。根据相关规定，精子库提供的精液必须已完成检验且质量合格（C），未经检验或检验不合格的精液（A、B）均不符合要求。初步检验未完成最终报告（D）或保存超期（E）的精液也不符合合法提供标准。

【最终答案】：C",客观题,C
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：根据我国相关规定，提供供精人工授精的精液必须满足哪些条件？
A.精液冷冻保存3个月后直接使用
B.新鲜精液经实时检测合格后使用
C.精液冷冻保存达半年但未进行复检
D.精液冷冻保存满半年且复检合格
E.精液冷冻保存5个月后复检替代检疫期
【思考过程】：",D,DeepSeek-V3,"【思考过程】：本题考查我国供精人工授精的精液使用条件。根据我国相关规定，供精人工授精的精液必须经过冷冻保存，并且冷冻保存时间需达到半年，同时需要进行复检，确保精液质量合格后才能使用。新鲜精液未经冷冻保存和检疫期是不允许直接使用的。冷冻保存3个月或5个月但未满足半年检疫期或未复检的情况也不符合规定。

【最终答案】：D",客观题,D
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在辅助生殖技术中，以下哪种情况允许人类精子库实施精子分离技术？
A.为帮助患者生育双胞胎并确保性别一致
B.为预防性连锁遗传病传递给子代
C.为提高子女特定外貌特征的概率
D.为满足夫妇对子女性别偏好的家庭需求
【思考过程】：",B,DeepSeek-V3,"【思考过程】：本题考查辅助生殖技术中精子分离技术的伦理和医学适应症。根据我国《人类辅助生殖技术管理办法》及相关伦理规范：
1. 精子分离技术（如流式细胞术分离X/Y精子）仅允许用于医学目的（如预防性连锁遗传病），不得用于非医学需要的性别选择（A、D错误）。
2. 生育双胞胎或外貌特征优化不属于医学适应症（A、C错误且违反伦理原则）。
3. 预防性连锁遗传病（如血友病、杜氏肌营养不良等）是明确适应症（B正确）。

【最终答案】：B",客观题,B
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下表述是否正确：人类精子库在获得伦理委员会批准后，可以将两位供体的精液混合用于辅助生殖。
A.正确
B.错误
【思考过程】：",B,DeepSeek-V3,"【思考过程】：根据人类辅助生殖技术的伦理原则和相关规定，精子库必须确保精液来源的单一性和可追溯性，禁止混合不同供体的精液用于辅助生殖，以避免伦理和法律问题（如亲子关系混乱）。因此，该表述是错误的。

【最终答案】：B",客观题,B
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪种行为可能违反人类精子库的伦理规范？
A.采集一名未签署知情同意书的志愿者精液用于医学研究
B.在供精者临时无法签字时由家属代为签署知情同意书后进行采集
C.因紧急医疗需求使用未签署知情同意书的冷冻精液样本
D.使用三年前已签署知情同意书但未更新签署状态的库存精液
【思考过程】：",ABCD,DeepSeek-V3,"【思考过程】：本题考查人类精子库伦理规范的遵守情况。选项A明确违反伦理规范，因为未签署知情同意书直接侵犯供精者的自主权；选项B违反伦理规范，因知情同意书必须由本人签署，家属无权代签；选项C未经知情同意使用冷冻精液样本属于违规行为；选项D中3年未更新签署状态的精液可能超出有效同意期限，需重新确认知情同意状态，直接使用存在伦理风险。

【最终答案】：ABCD",客观题,ABCD
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下表述是否正确：人类精子库工作人员年满22岁的儿子自愿签署知情同意书后，可作为供精者。
A.正确
B.错误
【思考过程】：",B,DeepSeek-V3,"【思考过程】：本题考查人类精子库供精者的基本条件。根据我国相关规定，供精者的基本条件包括年龄在22-45岁之间，身体健康，无遗传病和传染病等。同时，供精者必须自愿并签署知情同意书。此外，供精者与人类精子库工作人员存在亲属关系时，可能存在伦理问题，通常不被允许。因此，题目中的表述是错误的。

【最终答案】：B",客观题,B
辅助生殖,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪种行为违反了人类精子库相关管理规定？
A.人类精子库所在科室同时开展试管婴儿技术
B.人类精子库专职人员协助生殖中心实施体外受精
C.生殖医学科专职人员进行人工授精操作
D.人类精子库与第三方机构共享供精者基本信息
【思考过程】：",ABD,DeepSeek-V3,"【思考过程】：本题考查人类精子库管理规定的具体内容。根据相关规定：  
1. 人类精子库必须独立设置，不得与辅助生殖技术（如试管婴儿）在同一科室（A违反）；  
2. 精子库专职人员不得参与实施辅助生殖技术操作（B违反）；  
3. 生殖中心专职人员进行人工授精属于正常业务范围（C不违反）；  
4. 供精者信息需严格保密，禁止与第三方共享（D违反）。  

【最终答案】：ABD",客观题,ABD
